stop_id,stop_code,stop_name,stop_lat,stop_lon
EJ045,7799,"PLACE D'ORLÉANS / ST JOSEPH",  45.475247, -75.517965
EJ070,8114,"ST JOSEPH / GABRIEL",  45.474638, -75.518308
EJ090,1768,"ST JOSEPH / EDGAR BRAULT",  45.473812, -75.519538
EJ100,1766,"ST JOSEPH / ST PIERRE",  45.473283, -75.520852
EJ110,8540,"ST JOSEPH / BELCOURT",  45.472153, -75.522367
EJ130,7801,"ST JOSEPH / ST JEAN",  45.470761, -75.525768
EJ150,1767,"ST JOSEPH / DUSSERE",  45.469847, -75.527306
EJ170,7803,"ST JOSEPH / COUSINEAU",  45.469250, -75.529030
EJ180,5740,"ST JOSEPH / ORLÉANS",  45.468689, -75.529768
EJ200,7795,"ST JOSEPH / BOYER",  45.467383, -75.532783
EJ220,5833,"ST JOSEPH / GREY NUNS",  45.466040, -75.535760
EJ240,7794,"ST JOSEPH / NOTRE DAME",  45.465064, -75.538424
EJ260,2477,"MEADOWGLEN / BOYER",  45.452126, -75.524874
EJ270,7754,"MEADOWGLEN / TEAKDALE",  45.451443, -75.526062
EJ275,7752,"MEADOWGLEN / ROBINWOOD",  45.451048, -75.526120
EJ280,7755,"MEADOWGLEN / ASPENVIEW",  45.449782, -75.527484
EJ284,1401,"MEADOWGLEN / PAGÉ",  45.449107, -75.529605
EJ285,7751,"MEADOWGLEN / THORNCREST",  45.449373, -75.528054
EJ286,1399,"MEADOWGLEN / LORANGER",  45.449111, -75.528979
EJ287,7750,"MEADOWGLEN / SABLEWOOD",  45.447980, -75.531530
EJ290,7756,"MEADOWGLEN / SUMMERFIELDS #2",  45.447400, -75.533112
EJ292,6609,"MEADOWGLEN / SUMMERFIELDS # 1",  45.448366, -75.531370
EJ481,1219,"INNES / BOYER PATHWAY",  45.448704, -75.522402
EJ490,7764,"INNES / VISENEAU",  45.451258, -75.515953
EJ503,0589,"INNES / FRANK BENDER",  45.453212, -75.510907
EJ510,7763,"INNES / AD. 3927",  45.454753, -75.507006
EJ630,8141,"BELCOURT / CARRIÈRE",  45.467321, -75.519177
EJ650,7775,"BELCOURT / LEBLANC",  45.468389, -75.519964
EJ660,7772,"BELCOURT / BARSONA",  45.468994, -75.520107
EJ670,7774,"BELCOURT / NOTRE DAME",  45.470797, -75.521636
EJ690,8133,"BELCOURT / ST JOSEPH",  45.471551, -75.522455
EJ695,7797,"ORLÉANS / LUMBERMAN",  45.470924, -75.532300
EJ705,1752,"ORLÉANS / ST JOSEPH",  45.469009, -75.530402
EJ715,7742,"ORLÉANS / NOTRE DAME",  45.467949, -75.529512
EJ722,7741,"ORLÉANS / CARRIÈRE",  45.465503, -75.528157
EJ723,0542,"CARRIÈRE / É.S. GARNEAU",  45.465868, -75.526108
EJ724,3655,"CARRIÈRE / ORLÉANS",  45.465660, -75.527032
EJ725,7740,"ORLÉANS / JEANNE D'ARC",  45.462615, -75.526535
EJ729,6311,"ORLÉANS / BOYER",  45.454963, -75.527267
EJ733,7745,"ORLÉANS / BEAUSÉJOUR",  45.458552, -75.524955
EJ734,7746,"ORLÉANS / GLOUCESTER LIBRARY",  45.457208, -75.524557
EJ740,5847,"ORLÉANS / MAPLE RUN",  45.453731, -75.530562
EJ741,7748,"ORLÉANS / OAK MEADOWS",  45.451794, -75.534533
EJ743,0326,"ORLÉANS / FOREST VALLEY",  45.449622, -75.535209
EJ745,2456,"ORLÉANS / MEADOWGLEN",  45.447302, -75.534315
EJ748,1757,"VISENEAU / SIMARD",  45.453746, -75.522737
EJ749,7759,"VISENEAU / VIGNEAULT",  45.453693, -75.522904
EJ750,1756,"VISENEAU / BARRINGTON",  45.455364, -75.519461
EJ755,7757,"VISENEAU / DUCLOS",  45.455419, -75.518532
EJ760,7758,"VISENEAU / BROMONT",  45.454772, -75.516544
EJ765,1809,"VISENEAU / D'AMOUR",  45.453933, -75.516238
EJ770,1710,"VISENEAU / MARKWELL",  45.452765, -75.515479
EJ774,7787,"JEANNE D'ARC / AD. 5810",  45.461861, -75.535320
EJ775,7761,"VISENEAU / INNES",  45.452085, -75.515836
EJ776,1759,"JEANNE D'ARC / AD. 5875",  45.461656, -75.535477
EJ777,7786,"JEANNE D'ARC / HUNTER'S RUN",  45.461541, -75.531553
EJ778,7788,"JEANNE D'ARC / HUNTERS RUN",  45.461316, -75.531519
EJ779,7785,"JEANNE D'ARC / BOYER",  45.461650, -75.529531
EJ785,7784,"JEANNE D'ARC / ORLÉANS",  45.462032, -75.526980
EJ795,7783,"JEANNE D'ARC / MONTCERF",  45.462389, -75.524403
EJ800,7791,"JEANNE D'ARC / CEDAR MILLS",  45.462030, -75.522351
EJ805,1760,"JEANNE D'ARC / BEAUSÉJOUR",  45.460592, -75.520406
EJ808,7782,"JEANNE D'ARC / NATALIE",  45.458728, -75.518175
EJ815,7781,"JEANNE D'ARC / BELCOURT",  45.458846, -75.514094
EJ817,1761,"JEANNE D'ARC / DES ÉPINETTES",  45.459426, -75.510491
EJ820,7793,"JEANNE D'ARC / FRANK BENDER",  45.458710, -75.513982
EJ822,2908,"DES ÉPINETTES / SUNVIEW",  45.459633, -75.509789
EJ825,7780,"SUNVIEW / DES PERDRIX",  45.460971, -75.512254
EJ827,7779,"SUNVIEW / AD. 1672",  45.463167, -75.514326
EJ835,7778,"SUNVIEW / DES GRIVES",  45.464955, -75.515113
EJ840,1763,"SUNVIEW / BURNING TREE",  45.464755, -75.514899
EJ847,1764,"SUNVIEW / LARKHAVEN",  45.467101, -75.517621
EJ880,7766,"JEANNE D'ARC / SAPINIER",  45.457316, -75.505772
EJ890,7767,"INNES / JEANNE D'ARC",  45.455610, -75.505201
EJ891,6939,"JEANNE D'ARC / INNES",  45.455977, -75.505041
EK020,7927,"HIAWATHA / ST LOUIS",  45.480685, -75.546920
EK025,7928,"ST LOUIS / BUCKSKIN",  45.480682, -75.543428
EK040,7924,"ORLÉANS / ST LOUIS",  45.481207, -75.540503
EK046,0790,"ORLÉANS / CAIRINE WILSON H.S.",  45.481582, -75.541302
EK048,6943,"ORLÉANS / SUGAR CREEK",  45.475590, -75.535022
EK091,6960,"FORTUNE / ORLÉANS",  45.475814, -75.535913
EK100,8178,"FORTUNE / PRIORY",  45.474831, -75.537785
EK110,7940,"FORTUNE / ST JOVITE",  45.474089, -75.538334
EK115,7934,"FORTUNE / ST THÉRÈSE",  45.473912, -75.538695
EK120,8171,"FORTUNE / ST DUNSTANS",  45.472927, -75.539326
EK130,7935,"FORTUNE / STE THÉRÈSE",  45.472128, -75.540631
EK140,7939,"FORTUNE / ST-JÉRÔME",  45.471642, -75.541688
EK160,8179,"FORTUNE / ST AGATHE",  45.471490, -75.545042
EK180,8170,"FORTUNE / ST MORITZ",  45.472153, -75.545772
EK190,7937,"FORTUNE / JEANNE D'ARC",  45.472612, -75.546839
EK210,8158,"VINEYARD / SAUTERNE",  45.471432, -75.548790
EK250,2664,"VINEYARD / BEAUJOLAIS",  45.468746, -75.550511
EK260,2668,"VINEYARD / BURGUNDY",  45.468572, -75.550130
EK290,2694,"VINEYARD / BORDEAU",  45.470112, -75.554631
EK295,2670,"VINEYARD / CHABLIS",  45.471914, -75.554844
EK310,2671,"VINEYARD / VOYAGEUR",  45.472722, -75.554588
EK320,2684,"VOYAGEUR / VINEYARD",  45.473281, -75.554745
EK330,2680,"VOYAGEUR / BATEAU",  45.473743, -75.556272
EK340,2672,"VOYAGEUR / CHALEUR",  45.473941, -75.556256
EK350,2681,"VOYAGEUR / EXPLORER",  45.475628, -75.557839
EK370,2674,"VOYAGEUR / FAIRWINDS",  45.477331, -75.558092
EK390,2683,"VOYAGEUR / AD. 6140",  45.478655, -75.556036
EK400,2675,"VOYAGEUR / AD. 6139",  45.478536, -75.555834
EK410,2676,"VOYAGEUR / ACADIAN",  45.478090, -75.551940
EK440,2866,"VOYAGEUR / RAVINE",  45.476934, -75.550386
EK450,2678,"VOYAGEUR / VOYAGEUR",  45.475957, -75.549788
EK470,2679,"VOYAGEUR / PADDLER",  45.475955, -75.548497
EK480,2686,"VOYAGEUR / JEANNE D'ARC",  45.475824, -75.547859
EK510,7930,"JEANNE D'ARC / PADDLER",  45.477920, -75.543437
EK520,8164,"JEANNE D'ARC / VORLAGE",  45.477886, -75.542555
EK540,8161,"JEANNE D'ARC / VOYAGEUR",  45.475482, -75.547775
EK550,8162,"JEANNE D'ARC / VINEYARD",  45.472000, -75.547898
EK560,8163,"JEANNE D'ARC / FORTUNE",  45.472170, -75.547793
EK570,8122,"JEANNE D'ARC / GREY NUNS",  45.466487, -75.542888
EK580,8124,"JEANNE D'ARC / YOUVILLE",  45.466295, -75.542819
EK590,1831,"JEANNE D'ARC / ST JOSEPH",  45.464724, -75.540770
EK610,8898,"GREY NUNS / JEANNE D'ARC",  45.466401, -75.542212
EK630,7942,"GREY NUNS / HARVEST",  45.468816, -75.542657
EK650,6621,"GREY NUNS / MEADOWVIEW",  45.469738, -75.540992
EK670,7944,"GREY NUNS / FRIAR",  45.470476, -75.537846
EK690,7945,"GREY NUNS / SUNDOWN",  45.469074, -75.537026
EK710,7946,"GREY NUNS / LUMBERMAN",  45.466715, -75.536784
EK720,8121,"GREY NUNS / ST JOSEPH",  45.466362, -75.536522
EL085,7913,"JEANNE D'ARC / MILLWOOD",  45.479593, -75.535098
EL100,7914,"JEANNE D'ARC / BILBERRY",  45.481077, -75.532600
EL120,8152,"JEANNE D'ARC / AVIGNON",  45.482355, -75.530506
EL140,7915,"JEANNE D'ARC / DÉCARIE",  45.482301, -75.527334
EL180,8167,"JEANNE D'ARC / CHAMPLAIN",  45.483861, -75.521436
EL220,7916,"JEANNE D'ARC / WILLOW",  45.485132, -75.517410
EL240,7909,"JEANNE D'ARC / LAWNSBERRY",  45.486641, -75.515094
EL260,7908,"JEANNE D'ARC / MILLROAD",  45.487676, -75.513001
EL270,7918,"JEANNE D'ARC / KINGLET",  45.487576, -75.512851
EL285,8169,"JEANNE D'ARC / BURNT EMBER",  45.487788, -75.508216
EL290,8149,"JEANNE D'ARC / KINGFISHER",  45.487773, -75.510686
EL295,7906,"JEANNE D'ARC / HARLEQUIN",  45.487800, -75.508549
EL313,1051,"JEANNE-D'ARC N / PRESTIGE",  45.492240, -75.495613
EL335,7966,"JEANNE D'ARC / MOCKINGBIRD",  45.488800, -75.506664
EL350,7922,"CHAMPLAIN / ALPINE",  45.481184, -75.518770
EL360,1793,"CHAMPLAIN / R.R 174",  45.481851, -75.518951
EL365,0759,"CHAMPLAIN / JEANNE D'ARC",  45.483227, -75.519886
EL400,5861,"BILBERRY / JEANNE D'ARC",  45.482676, -75.522748
EL410,5871,"BILBERRY / DU BOIS",  45.482242, -75.522462
EL420,2696,"BILBERRY / AD. 6911",  45.481331, -75.524383
EL430,2698,"BILBERRY / JOE JAMIESON PARK",  45.481213, -75.524219
EL440,2697,"BILBERRY / DES FOREST",  45.480011, -75.525749
EL480,2700,"BILBERRY / AD. 6601",  45.479420, -75.530326
EL490,0324,"BILBERRY / AD. 6600",  45.479386, -75.530582
EL500,6342,"JEANNE-D'ARC N / ROSSIGNOL",  45.490170, -75.503761
EL505,6343,"JEANNE-D'ARC N / PATHWAY",  45.490533, -75.501017
EL540,6352,"JEANNE-D'ARC N / TENTH LINE",  45.489783, -75.504925
EL550,6353,"INLET / TRIM",  45.497482, -75.482682
EL560,6354,"INLET / TRIM",  45.497288, -75.482462
EL600,0700,"JEANNE-D'ARC N / PARKROSE",  45.493421, -75.493886
EL615,0754,"JEANNE-D'ARC N / TRIM",  45.496090, -75.487532
EM002,2873,"PLACE D'ORLÉANS / CHAMPLAIN",  45.479906, -75.516656
EM010,5637,"PLACE D'ORLÉANS / CENTRUM",  45.478685, -75.512802
EM045,7843,"ST JOSEPH / TENTH LINE",  45.483373, -75.502241
EM050,7846,"ST JOSEPH / AD. 3227",  45.482399, -75.504269
EM055,1794,"ST JOSEPH / AD. 3245",  45.482958, -75.503518
EM057,7844,"ST JOSEPH / PRESTONE",  45.480701, -75.507676
EM073,2626,"ST JOSEPH / PLACE D'ORLÉANS MALL",  45.478797, -75.511214
EM085,8893,"CENTRUM / PLACE D'ORLÉANS",  45.479578, -75.511955
EM092,2627,"CENTRUM / AD. 230",  45.480375, -75.510508
EM093,5924,"CENTRUM / AD. 245",  45.480458, -75.510724
EM095,7845,"PRESTONE / CENTRUM",  45.480561, -75.509098
EM096,5926,"PRESTONE / ST. JOSEPH",  45.480415, -75.508748
EM100,8212,"DUFORD / CHARTRAND",  45.475812, -75.513556
EM108,7837,"DUFORD / JAMISON",  45.473658, -75.514233
EM110,7836,"CHARTRAND / DUFORD",  45.475988, -75.513054
EM120,7838,"DUFORD / CHARLEBOIS",  45.472399, -75.513219
EM150,8125,"DUFORD / AMIENS",  45.471531, -75.508578
EM170,2709,"DUFORD / LACROIX",  45.469834, -75.508047
EM190,2710,"GLENEAGLES / DUFORD",  45.468360, -75.507202
EM210,2711,"GLENEAGLES / BLACKHEATH",  45.468813, -75.505493
EM230,2712,"GLENEAGLES / ST GEORGES",  45.469502, -75.503000
EM250,2705,"ST GEORGES / GALLOWAY",  45.468505, -75.502186
EM270,2706,"ST GEORGES / LOUISBOURG",  45.466014, -75.503342
EM280,2713,"ST GEORGES / SCHOUTEN",  45.466801, -75.502753
EM285,2707,"ST GEORGES / MARCOUX",  45.464753, -75.503160
EM293,7954,"DES ÉPINETTES / SILVER BARK",  45.461137, -75.508505
EM295,3704,"DES ÉPINETTES / WILDFLOWER",  45.461696, -75.506603
EM297,7822,"DES ÉPINETTES / FERNLEAF",  45.463014, -75.501886
EM303,7818,"DES ÉPINETTES / TURNBERRY",  45.461911, -75.506471
EM304,2494,"DES ÉPINETTES / WAYSIDE",  45.463159, -75.502050
EM305,7817,"DES ÉPINETTES / BONAIR",  45.463544, -75.499780
EM310,7816,"DES ÉPINETTES / LAFRANCE",  45.464415, -75.497437
EM315,2419,"DES ÉPINETTES / DES POMMES",  45.463504, -75.499333
EM330,7815,"DES ÉPINETTES / PRESTWICK",  45.465302, -75.496079
EM350,7955,"DES ÉPINETTES / LAMOUREUX",  45.467172, -75.492924
EM360,2925,"DES ÉPINETTES / DUVERNAY",  45.467396, -75.492603
EM370,5706,"DU GRAND BOIS / PARK GROVE",  45.458625, -75.499087
EM385,6302,"DU GRAND BOIS / DES PINS",  45.458527, -75.499255
EM390,7830,"DU GRAND BOIS / AD. 245",  45.459901, -75.497837
EM400,7826,"DU GRAND BOIS / AD. 246",  45.460037, -75.497988
EM411,0408,"INNES / PRESTWICK",  45.459309, -75.493935
EM420,4079,"DU GRAND BOIS / ARBRES",  45.460214, -75.494558
EM440,5771,"PRESTWICK / DES PRAIRIES",  45.460817, -75.493575
EM460,7956,"PRESTWICK / AD. 1833",  45.462319, -75.492423
EM470,7824,"PRESTWICK / SUMMERLANDS",  45.462907, -75.492822
EM480,7833,"PRESTWICK / LAMOUREUX",  45.464142, -75.494117
EM500,8105,"PRESTWICK / DES ÉPINETTES",  45.465743, -75.496045
EM520,2714,"PRESTWICK / PAYETTE",  45.466691, -75.497461
EM540,2715,"PRESTWICK / GALLOWAY",  45.469646, -75.497856
EM560,2719,"PRESTWICK / ROXDALE",  45.471457, -75.499077
EM575,5631,"PRESTWICK / AMIENS",  45.472655, -75.499248
EM580,5630,"AMIENS / PRESTWICK",  45.472801, -75.499463
EM590,2732,"PRESTONE / AMIENS",  45.473371, -75.500885
EM600,2720,"PRESTONE / HATFIELD",  45.473541, -75.500716
EM610,2733,"PRESTONE / DEAVY",  45.475087, -75.501533
EM670,5646,"PRESTONE / TOMPKINS",  45.477098, -75.501062
EM690,2737,"PRESTONE / MOUNTAINSIDE S.",  45.478832, -75.500737
EM700,2734,"PRESTONE / TURNER",  45.478569, -75.500473
EM720,2738,"PRESTONE / MOUNTAINSIDE N.",  45.480124, -75.502365
EM730,2736,"PRESTONE / RVER RIDGE",  45.479854, -75.504403
EM740,2739,"PRESTONE / KENNEDY",  45.479735, -75.504226
EM750,8956,"INNES / MER BLEUE",  45.455825, -75.504072
EM760,0590,"INNES / DU GRAND BOIS",  45.457404, -75.498405
EM762,3563,"INNES / WILDFLOWER",  45.456809, -75.501293
EM765,0591,"INNES / AD. 4270",  45.458460, -75.495676
EM780,0598,"INNES / TENTH LINE",  45.460879, -75.488357
EM800,7835,"TOMPKINS / BOURCIER",  45.474180, -75.508008
EM810,7834,"TOMPKINS / CARAVEL",  45.475637, -75.504733
EM815,7840,"TOMPKINS / MCEACHERN",  45.475508, -75.504454
EM820,8353,"TOMPKINS / PRESTON",  45.476798, -75.501733
EM825,7841,"TOMPKINS / DEAVY",  45.476761, -75.500620
EM830,8350,"TOMPKINS / TENTH LINE",  45.477060, -75.498773
EN010,1701,"BRIAN COBURN / TENTH LINE",  45.450585, -75.482315
EN020,1659,"BRIAN COBURN / STRASBOURG",  45.449027, -75.487289
EN027,1093,"BRIAN COBURN / CABRIS PATH",  45.448157, -75.489767
EN030,1686,"BRIAN COBURN / GERRY LALONDE",  45.447186, -75.493364
EN040,1703,"BRIAN COBURN / CHAPERAL",  45.446181, -75.496505
EN052,5151,"GERRY LALONDE / CHAPERAL",  45.447573, -75.494000
EN053,5152,"GERRY LALONDE / CHINIAN",  45.449511, -75.494122
EN054,5153,"GERRY LALONDE / TRIGORIA",  45.449762, -75.493961
EN055,5154,"GERRY LALONDE / AZURE",  45.450894, -75.491834
EN057,5156,"GERRY LALONDE / STRASBOURG",  45.452601, -75.489147
EN058,5157,"GERRY LALONDE / PETRICHOR",  45.452897, -75.488833
EN059,5920,"GERRY LALONDE / TENTH LINE",  45.454236, -75.484661
EN060,5958,"DÉCOEUR / JEROME JODOIN",  45.442802, -75.491779
EN062,5160,"AUBÉPINES / BRIAN COBURN",  45.448852, -75.486922
EN064,5161,"DÉCOEUR / AUBÉPINES",  45.446682, -75.485264
EN066,5162,"AUBÉPINES / DÉCOEUR",  45.446650, -75.485669
EN068,5163,"DÉCOEUR / MAGNOLIA",  45.447217, -75.482976
EN100,6971,"MER BLEUE / INNES",  45.454138, -75.503539
EN110,1052,"MER BLEUE / HYDRO",  45.447633, -75.499524
EN150,6970,"MER BLEUE / NAVAN",  45.426085, -75.487714
EN200,8462,"RENAUD / PENENCY",  45.430911, -75.514479
EN205,8481,"RENAUD / MULLIN",  45.430891, -75.514246
EN210,8464,"RENAUD / DE LA MÉLODIE",  45.432356, -75.511042
EN215,8485,"RENAUD / GLENLIVET",  45.431971, -75.511603
EN220,8479,"RENAUD / COMPASS",  45.433292, -75.508867
EN226,8136,"FERN CASEY / RENAUD",  45.434845, -75.505503
EN228,8138,"FERN CASEY / LOCUST",  45.436640, -75.506621
EO001,8596,"TENTH LINE / ST JOSEPH",  45.484164, -75.501232
EO025,1688,"ST JOSEPH / TAYLOR CREEK",  45.488018, -75.485236
EO040,2745,"ST JOSEPH / TRIM",  45.488682, -75.478994
EO050,6475,"TENTH LINE / INNES",  45.461869, -75.488314
EO055,7865,"TENTH LINE / AD. 1775",  45.465263, -75.490271
EO060,7853,"TENTH LINE / AD. 1954",  45.462663, -75.488940
EO065,6473,"TENTH LINE / DES ÉPINETTES",  45.467143, -75.491557
EO085,7902,"TENTH LINE / OLD TENTH LINE",  45.480881, -75.499396
EO100,6409,"CHARLEMAGNE / TENTH LINE",  45.467873, -75.490649
EO101,6605,"TENTH LINE / CHARLEMAGNE",  45.468137, -75.491974
EO102,6356,"TENTH LINE / AD. 1675",  45.470804, -75.493542
EO103,6357,"TENTH LINE / AMIENS",  45.473311, -75.495041
EO108,6361,"TENTH LINE / TOMPKINS",  45.476777, -75.497295
EO120,1887,"CHARLEMAGNE / CANTEVAL",  45.468333, -75.488671
EO140,1573,"CHARLEMAGNE / BOTTRIEL",  45.468841, -75.486130
EO143,6607,"CHARLEMAGNE / ORCHARDVIEW",  45.469610, -75.482599
EO145,1556,"CHARLEMAGNE / GARDENWAY",  45.468768, -75.485978
EO147,7887,"CHARLEMAGNE / TOURELLE PATHWAY",  45.469241, -75.483514
EO160,1855,"CHARLEMAGNE / VALIN",  45.472840, -75.478410
EO168,8112,"VALIN / CHARLEMANGNE",  45.473650, -75.477462
EO169,8933,"VALIN / CHARLEMAGNE",  45.473816, -75.475860
EO170,7895,"CHARLEMAGNE / MERKLEY",  45.475873, -75.478509
EO173,3582,"PORTOBELLO / VALIN",  45.474329, -75.469967
EO174,7901,"VALIN / HENNESSY",  45.474442, -75.471513
EO176,8294,"PORTOBELLO / GARDENWAY",  45.472532, -75.470230
EO177,0531,"CHARLEMAGNE / ST PETERS H.S.",  45.475826, -75.478267
EO178,1250,"VALIN / PORTOBELLO",  45.474672, -75.469987
EO180,1860,"CHARLEMAGNE / WATTERS",  45.477493, -75.479592
EO182,7894,"CHARLEMAGNE / MARINOFF",  45.478629, -75.481809
EO187,1929,"CHARLEMAGNE / PATHWAY",  45.478749, -75.481795
EO191,1156,"CHARLEMAGNE / PRINCESS LOUISE",  45.478699, -75.485298
EO197,7890,"CHARLEMAGNE / BOTTRIELL",  45.477433, -75.490031
EO205,7893,"CHARLEMAGNE / VALADE",  45.477306, -75.493998
EO210,1747,"PRINCESS LOUISE / DELIA",  45.478619, -75.493847
EO220,2749,"PRINCESS LOUISE / YORK MILLS",  45.479726, -75.495899
EO225,1746,"PRINCESS LOUISE / THURLOW",  45.478851, -75.494636
EO230,2750,"PRINCESS LOUISE / MARJOLAINE",  45.481144, -75.496514
EO235,2752,"PRINCESS LOUISE / NORVIEW",  45.481217, -75.496717
EO250,4042,"PRINCESS LOUISE / FALWYN",  45.483584, -75.492620
EO255,2754,"PRINCESS LOUISE / BROOKRIDGE",  45.483738, -75.492745
EO260,2755,"PRINCESS LOUISE / FARMBROOK",  45.484721, -75.489952
EO275,2757,"PRINCESS LOUISE / CÉZANNE",  45.485538, -75.487647
EO280,1858,"PRINCESS LOUISE / BROME",  45.483547, -75.484421
EO285,2758,"PRINCESS LOUISE / MONTCREST",  45.484486, -75.484685
EO290,2759,"PRINCESS LOUISE / CLEARCREST",  45.481527, -75.484956
EO300,2760,"PRINCESS LOUISE / DEANCOURT",  45.479414, -75.486132
EO305,2761,"PRINCESS LOUISE / HANCOCK",  45.479367, -75.485890
EO310,1745,"MERKLEY / MATHIEU",  45.474446, -75.481988
EO315,1905,"MERKLEY / WILKIE",  45.474323, -75.482323
EO320,2762,"MERKLEY / APOLLO",  45.474194, -75.485036
EO322,2763,"MERKLEY / AD. 603",  45.473716, -75.486951
EO327,1744,"MERKLEY / AD. 610",  45.473758, -75.486553
EO340,1655,"BOTTRIELL / CHARLEMAGNE",  45.470098, -75.487796
EO355,2766,"BOTTRIELL / MERKLEY",  45.471646, -75.489917
EO400,2746,"MONTCREST / ADENCLIFFE",  45.484129, -75.484039
EO405,1780,"MONTCREST / LALANDE",  45.485312, -75.481549
EO410,1777,"MONTCREST / CHEVERNY",  45.485375, -75.480524
EO415,2767,"MONTCREST / TALCY",  45.485476, -75.479755
EO425,2768,"MONTCREST / COOKSHIRE",  45.483982, -75.477646
EO435,2769,"MONTCREST / WATTERS",  45.482964, -75.476526
EO450,6784,"WATTERS / VARENNES",  45.481539, -75.476117
EO480,1835,"GARDENWAY / CHARLEMAGNE",  45.468142, -75.486424
EO490,7870,"GARDENWAY / LATOUR",  45.465991, -75.486437
EO495,7885,"GARDENWAY / OAKLAWN",  45.465666, -75.486251
EO500,7871,"GARDENWAY / HARROWSMITH",  45.463973, -75.485169
EO505,7884,"GARDENWAY / DES CONIFÈRES",  45.464088, -75.484962
EO510,7872,"GARDENWAY / DU BUISSON",  45.463966, -75.482317
EO520,7873,"GARDENWAY / ESPLANADE",  45.465639, -75.480177
EO530,6851,"ORCHARDVIEW / NORTHAMPTON",  45.469068, -75.479233
EO534,3698,"ORCHARDVIEW / GARDENWAY",  45.466798, -75.477982
EO535,1834,"GARDENWAY / ORCHARDVIEW",  45.466460, -75.478436
EO545,1395,"ORCHARDVIEW / INNES",  45.465231, -75.476821
EO579,7868,"PORTOBELLO / NESTING",  45.469095, -75.467262
EO590,6164,"INNES / PORTOBELLO",  45.467162, -75.466908
EO595,8293,"PORTOBELLO / INNES",  45.467683, -75.466341
EO615,7847,"INNES / DORIMA",  45.462351, -75.482883
EO625,7848,"INNES / ESPRIT",  45.464447, -75.475959
EO630,7851,"INNES / ORCHARDVIEW",  45.464296, -75.476928
EO645,7867,"INNES / AD. 4831",  45.465670, -75.471823
EO680,3241,"INNES / PROVENCE",  45.469017, -75.459641
EO688,3265,"INNES / TRIM",  45.470468, -75.455010
EO715,8946,"WATTERS / VARENNES",  45.481378, -75.476327
EO718,6323,"PORTOBELLO / HENNESSY",  45.472548, -75.470000
EO720,7897,"VARENNES / SHEENBORO",  45.479055, -75.474128
EO721,5907,"PORTOBELLO / TRIM",  45.477765, -75.465773
EO725,8458,"VARENNES / TEMPO",  45.479676, -75.474180
EO726,5906,"PORTOBELLO / AD. 1538",  45.476571, -75.468021
EO730,8967,"VARENNES / COMO",  45.476780, -75.473248
EO740,7898,"VARENNES / TRENHOLM",  45.475378, -75.472519
EO755,2777,"VARENNES / VALIN",  45.474879, -75.472068
EO775,0476,"VALIN / TRIM",  45.472566, -75.457133
EO778,2057,"VALIN / SCULLY",  45.472148, -75.457639
EO779,2056,"VALIN / PROVENCE",  45.471458, -75.460952
EO784,2055,"VALIN / WINSOME",  45.472229, -75.463623
EO789,2054,"VALIN / LIBERTY",  45.473112, -75.465641
EO790,0480,"VALIN / DEMETER",  45.472970, -75.464876
EO794,2053,"VALIN / JERSEY",  45.473966, -75.467595
EO795,0481,"VALIN / FRENETTE",  45.474367, -75.468395
EO805,8499,"TAYLOR CREEK / LACOLLE",  45.488988, -75.486717
EO810,2779,"TAYLOR CREEK / VIMONT",  45.492131, -75.485341
EO825,1406,"TRIM / OLD MONTRÉAL",  45.489478, -75.477896
EO835,0699,"TRIM / TAYLOR CREEK",  45.491365, -75.479713
EO855,2781,"TAYLOR CREEK / TRIM",  45.491587, -75.480589
EQ010,6309,"PORTOBELLO / MARKWICK",  45.466418, -75.465789
EQ020,6310,"PORTOBELLO / CHAREST",  45.464849, -75.466470
EQ035,1363,"PORTOBELLO / SCALA",  45.462533, -75.466077
EQ040,6314,"PORTOBELLO / NANTES",  45.459951, -75.465076
EQ065,1364,"PORTOBELLO / MARTELLO",  45.456602, -75.465956
EQ070,0355,"PORTOBELLO / BRIAN COBURN",  45.454957, -75.464249
EQ080,0330,"PORTOBELLO / CAPREOL",  45.456252, -75.466000
EQ090,0331,"BRIAN COBURN / BOISFRANC",  45.454217, -75.469830
EQ093,6961,"BRIAN COBURN / PORTOBELLO",  45.454442, -75.465608
EQ103,3656,"PROVENCE / INNES",  45.468713, -75.459890
EQ104,5911,"BRIAN COBURN / ESPRIT",  45.453356, -75.473254
EQ105,0358,"ESPRIT / BRIAN COBURN",  45.453228, -75.472809
EQ106,5910,"BRIAN COBURN / ESPRIT",  45.453452, -75.472434
EQ110,0359,"ESPRIT / GALLERIA",  45.454764, -75.473686
EQ130,0333,"ESPRIT / AQUAVIEW",  45.457585, -75.475182
EQ140,0492,"TENTH LINE / VANGUARD",  45.458612, -75.486390
EQ157,5913,"BRIAN COBURN / LAKERIDGE",  45.452023, -75.477047
EQ162,5912,"BRIAN COBURN / AQUAVIEW",  45.452150, -75.477198
EQ171,5916,"TENTH LINE / LAKEPOINTE",  45.454614, -75.484177
EQ177,1891,"TENTH LINE / DÉCOEUR",  45.447807, -75.480436
EQ179,1892,"TENTH LINE / SOUTHFIELD",  45.447755, -75.480242
EQ210,1360,"ESPRIT / DU PLATEAU",  45.463092, -75.476105
EQ220,1361,"ESPRIT / SCALA",  45.463207, -75.475963
EQ230,1373,"ESPRIT / CHARDONNAY",  45.460276, -75.476259
