stop_id,stop_code,stop_name,stop_lat,stop_lon
RC020,8487,"WALKLEY / SOUTHMORE",  45.367273, -75.671150
RC040,4140,"WALKLEY / AVONCOURT",  45.366459, -75.673141
RC045,8489,"WALKLEY / WEXFORD",  45.365409, -75.675977
RC055,1925,"WALKLEY / THORNDALE",  45.365687, -75.674658
RC060,1595,"WALKLEY / MCCARTHY",  45.364595, -75.677878
RC080,4141,"WALKLEY / AD. 800",  45.363186, -75.680873
RC100,4142,"WALKLEY / OTTERSON",  45.361963, -75.683597
RC310,8495,"SOUTHMORE / RANKIN",  45.359613, -75.677172
RC330,4534,"SOUTHMORE / BUXTON",  45.359004, -75.678827
RC350,4147,"SOUTHMORE / DICKINSON",  45.358097, -75.681533
RC370,4148,"SOUTHMORE / FIELDING",  45.358678, -75.683542
RC390,8496,"FIELDING / HARTMAN",  45.360357, -75.681743
RC420,4149,"FIELDING / RANKIN",  45.361267, -75.678080
RC440,4150,"FIELDING / MCCARTHY",  45.362064, -75.676268
RC450,8486,"MCCARTHY / PROVOST",  45.363648, -75.676693
RC470,4151,"MCCARTHY / FIELDING",  45.362105, -75.675731
RC480,8927,"MCCARTHY / SOUTHMORE",  45.360125, -75.674497
RC500,8447,"PLANTE / MCCARTHY",  45.354666, -75.672444
RC510,8473,"PLANTE / OWL",  45.354534, -75.671540
RC520,4153,"PLANTE / IMPALA",  45.354720, -75.671231
RC560,4155,"PLANTE / CONDOR",  45.357444, -75.667184
RC580,8474,"PLANTE / AD. 1030",  45.357168, -75.663907
RC590,4157,"PLANTE / AD. 1031",  45.357231, -75.663830
RC600,4158,"PLANTE / MINA",  45.355829, -75.661617
RC620,4159,"PLANTE / BOURBON",  45.354633, -75.660473
RC640,4161,"PLANTE / CAHILL",  45.353897, -75.659540
RC660,4163,"PLANTE / SPARROW",  45.351736, -75.658091
RC680,4164,"PLANTE / WAXWING",  45.350206, -75.660513
RD010,1706,"UPLANDS / BOWESVILLE",  45.342208, -75.690257
RD030,8452,"UPLANDS / ARCHER",  45.344384, -75.686695
RD040,8472,"UPLANDS / COUNTRY CLUB",  45.343917, -75.686791
RD050,4166,"UPLANDS / GILLESPIE",  45.345584, -75.685848
RD060,4168,"UPLANDS / RICH LITTLE",  45.345582, -75.685619
RD070,4167,"UPLANDS / AD. 3095",  45.346182, -75.685109
RD075,8451,"UPLANDS / HUNTWOOD",  45.347357, -75.683398
RD090,4170,"UPLANDS / HUNTMASTER",  45.348357, -75.681048
RD130,7961,"UPLANDS / ROYALTON",  45.349420, -75.677511
RD140,4171,"UPLANDS / AD. 3225",  45.349511, -75.677573
RD150,4172,"UPLANDS / PAUL ANKA",  45.349288, -75.675420
RD170,8450,"UPLANDS / AD. 3344",  45.347442, -75.672652
RD190,6140,"UPLANDS / BENNETT",  45.346692, -75.671017
RD210,6141,"UPLANDS / LILLICO",  45.346408, -75.667843
RD220,4175,"UPLANDS / CAHILL",  45.346386, -75.667359
RD230,1566,"UPLANDS / HUNT CLUB",  45.345551, -75.666401
RD255,4176,"UPLANDS / DOWPATRICK",  45.342406, -75.664559
RD265,3301,"DOWNPATRICK / UPLANDS",  45.342295, -75.664114
RD270,8467,"DOWNPATRICK / SHANEGAL",  45.342682, -75.662857
RD290,4177,"DOWNPATRICK / COTTERS",  45.344604, -75.662370
RD310,4180,"DOWNPATRICK / WYMAN",  45.345898, -75.660896
RD330,4181,"DOWNPATRICK / HUNTCLUB",  45.347116, -75.661388
RD350,8476,"CAHILL / UPLANDS",  45.346399, -75.666567
RD360,4182,"CAHILL / TWYFORD",  45.347609, -75.664725
RD385,4185,"CAHILL / MCCARTHY",  45.350351, -75.664352
RD390,8998,"MCCARTHY / CAHILL",  45.350575, -75.664209
RD400,8480,"MCCARTHY / PIGEON",  45.350717, -75.666453
RD420,4186,"MCCARTHY / TWYFORD",  45.351136, -75.669548
RD430,4187,"MCCARTHY / PAUL ANKA",  45.351318, -75.669903
RD440,8119,"PAUL ANKA / MCCARTHY",  45.351532, -75.672158
RD470,4188,"PAUL ANKA / UPLANDS",  45.349454, -75.674690
RD540,1705,"HUNT CLUB / UPLANDS",  45.344574, -75.666811
RD570,2962,"HUNT CLUB / MCCARTHY",  45.347338, -75.662087
RE010,1704,"HUNT CLUB / PAUL ANKA",  45.342940, -75.671267
RE050,4195,"HUNT CLUB / BILLY BISHOP",  45.339451, -75.681496
RE056,1923,"HUNT CLUB / NORTH BOWESVILLE",  45.338063, -75.684884
RE057,4196,"HUNT CLUB / LINDBERGH",  45.336569, -75.688606
RE058,6124,"HUNT CLUB / RIVERSIDE",  45.335223, -75.691789
RE065,4193,"HUNT CLUB / PAUL BENOIT",  45.337971, -75.684656
RE066,1730,"HUNT CLUB / LINDBERG",  45.336856, -75.687300
RE090,8373,"DE NIVERVILLE / PAUL BENOIT",  45.335096, -75.681482
RE095,4198,"DE NIVERVILLE / AD. 225",  45.336263, -75.678633
RE110,8372,"DE NIVERVILLE / MCGILL",  45.337712, -75.674861
RE130,4199,"CURTIS / DE NIVERVILLE",  45.337781, -75.671912
RE160,4200,"CURTIS / SAMPSON",  45.338005, -75.669357
RE180,4201,"TYLEE / CURTIS",  45.336722, -75.668687
RE200,4202,"TYLEE / DE NIVERVILLE",  45.336351, -75.669560
RE220,8371,"MCGILL / WOLVERINE",  45.333919, -75.669225
RE230,4203,"MCGILL / AD. 64",  45.333079, -75.671253
RE280,8274,"PAUL BENOIT / BREADNER",  45.328683, -75.671892
RE407,0714,"LESTER / AIRPORT RAMP",  45.329137, -75.650695
RE408,0713,"UPLANDS / ALERT",  45.328922, -75.651821
RE410,6144,"AIRPORT / UPLANDS",  45.328715, -75.654049
RE420,8366,"AIRPORT / AIRBUS PRIVATE",  45.324188, -75.661446
RE545,1077,"UPLANDS / BREADNER",  45.334851, -75.660064
RE550,4213,"UPLANDS / RESEARCH",  45.331163, -75.657847
RE555,1080,"RESEARCH / FIRST",  45.327856, -75.662132
RE560,4214,"RESEARCH / SECOND",  45.326970, -75.664097
RE565,4215,"RESEARCH / THIRD",  45.326439, -75.665240
RE570,4216,"RESEARCH / FIFTH",  45.325827, -75.666537
RE575,1081,"PAUL BENOIT / SILVER STAR",  45.326511, -75.667816
RE580,4217,"PAUL BENOIT / SLEMON",  45.327705, -75.669814
RE600,1732,"LEITRIM / HIGH",  45.310166, -75.647714
RE610,1739,"LEITRIM / BOWESVILLE",  45.310021, -75.647678
RE640,1157,"LEITRIM / ALBION",  45.319616, -75.625327
RF010,8860,"BANK / SURREY",  45.369310, -75.662963
RF030,8861,"BANK / NOTTINGHILL",  45.368856, -75.662446
RF050,4218,"BANK / FOXBAR",  45.367547, -75.661801
RF060,4219,"BANK / KITCHENER",  45.366398, -75.660976
RF090,5739,"JOHNSTON / BANK",  45.360666, -75.656133
RF100,5745,"JOHNSTON / SOUTHGATE",  45.361420, -75.654667
RF120,4222,"JOHNSTON / ALBION",  45.363540, -75.649287
RF147,2084,"TAPIOLA / JOHNSTON",  45.363948, -75.647328
RF150,4224,"TAPIOLA / CELTIC",  45.363004, -75.646244
RF155,5753,"TAPIOLA / GREENBORO",  45.362552, -75.645945
RF165,4225,"TAPIOLA / GENTLE GATE",  45.362550, -75.644489
RF170,4226,"TAPIOLA / WHITE CLOVER",  45.363857, -75.641253
RF180,4231,"TAPIOLA / CRIMSON",  45.363669, -75.641307
RF190,4227,"TAPIOLA / RASTILA",  45.364564, -75.639519
RF192,4228,"TAPIOLA / SOMERO",  45.365129, -75.638106
RF195,4232,"TAPIOLA / WINGALE",  45.364455, -75.639329
RF200,4234,"TAPIOLA / RUSHFORD",  45.366866, -75.638041
RF202,4229,"TAPIOLA / BRANDOO",  45.366596, -75.638033
RF205,0772,"JOHNSTON / TAPIOLA",  45.367994, -75.638535
RF260,8844,"ALBION / CAHILL",  45.358626, -75.645608
RF280,4238,"ALBION / SOUTHGATE",  45.357135, -75.644814
RF310,8438,"SOUTHGATE / CLEARWATER",  45.360310, -75.654199
RF330,4242,"SOUTHGATE / AD.3308",  45.358395, -75.652083
RF360,4243,"CAHILL / BANK",  45.356214, -75.650431
RF365,4221,"BANK / SOUTH KEYS WALKWAY",  45.358163, -75.654754
RF375,0885,"BANK / CAHILL",  45.356142, -75.651631
RF380,5726,"BANK / AD. 2401",  45.354740, -75.649483
RF390,5727,"BANK / AD. 2380",  45.354654, -75.649982
RF400,4244,"BANK / HUNT CLUB",  45.354111, -75.648331
RF417,4845,"HUNT CLUB / ALBION",  45.355608, -75.645207
RF420,5808,"HUNT CLUB / BANK",  45.354696, -75.646374
RF450,8448,"HUNT CLUB / AD. 1189",  45.352296, -75.649915
RF460,4247,"HUNT CLUB / BRIDLE PATH",  45.351849, -75.650317
RF475,8608,"TRANSITWAY / HUNT CLUB",  45.350876, -75.653841
RF490,8641,"HUNT CLUB / PARKWAY",  45.349212, -75.657593
RF510,1530,"BRIDLE PATH / CROSSCUT",  45.350331, -75.650684
RF520,8382,"BRIDLE PATH / PIMLICO",  45.350429, -75.650504
RF530,1799,"BRIDLE PATH / EQUUS",  45.349327, -75.650036
RF550,4248,"BRIDLE PATH / HUNTER'S POINT",  45.348163, -75.648369
RF570,4249,"BRIDLE PATH / TRAPPER'S",  45.348816, -75.645411
RF580,4253,"BRIDLE PATH / SARATOGA",  45.348856, -75.645934
RF590,4254,"BRIDLE PATH / CAROUSEL",  45.349408, -75.643998
RF620,4251,"BRIDLE PATH / ALBION",  45.350111, -75.641793
RF720,1572,"CAHILL / MARLIN",  45.359646, -75.643601
RF730,1578,"CAHILL / VERDON",  45.359682, -75.643703
RF800,4847,"CAHILL / ROSEGARDEN",  45.360646, -75.641467
RF825,2382,"HUNT CLUB / CAHILL",  45.357933, -75.636007
RF830,4256,"CAHILL / SOUTHPORT",  45.359309, -75.638373
RG030,8380,"ALBION / MASSICOTTE",  45.349943, -75.640889
RG050,4260,"ALBION / BRAMPTON",  45.348551, -75.640042
RG070,8873,"ALBION / CINANNI",  45.347729, -75.639634
RG080,8882,"ALBION / D'AOUST",  45.347528, -75.639318
RG085,4264,"ALBION / WYLDEWOOD",  45.346253, -75.638533
RG090,4261,"ALBION / WYLDEWOOD",  45.346073, -75.638682
RG105,4262,"ALBION / MCMAHON",  45.344990, -75.638054
RG120,4263,"ALBION / RIDGEDALE",  45.343734, -75.637333
RG195,1524,"BANK / ATHANS",  45.351276, -75.631616
RG200,8887,"BANK / ST BERNARD",  45.350008, -75.629275
RG217,4271,"BANK / ROSEBELLA",  45.348972, -75.627950
RG221,1617,"ATHANS / COUNCILLOR'S",  45.353368, -75.627372
RG225,4801,"ATHANS / BANK",  45.351736, -75.631724
RG230,6142,"ATHANS / LEVADIA",  45.353370, -75.627717
RG240,4273,"ATHANS / SIXTH",  45.353968, -75.625895
RG242,4274,"SIXTH / ST BERNARD",  45.352274, -75.624352
RG245,4275,"SIXTH / ROSEBELLA",  45.350427, -75.622874
RG250,4277,"SIXTH / ATHANS",  45.354126, -75.625402
RG280,8885,"SIXTH / ROSEBELLA",  45.350190, -75.622457
RH010,8881,"QUEENSDALE / ALBION",  45.343196, -75.636423
RH030,4282,"QUEENSDALE / FIRST (1ST)",  45.344050, -75.633883
RH060,4283,"QUEENSDALE / STOCKTON",  45.344809, -75.632021
RH070,8880,"QUEENSDALE / MAVIS",  45.345988, -75.629630
RH075,4284,"QUEENSDALE / FENMORE",  45.345720, -75.629889
RH080,4286,"QUEENSDALE / BANK",  45.347321, -75.626228
RH105,6940,"QUEENSDALE / SIXTH",  45.348890, -75.622030
RH120,8876,"QUEENSDALE / SAWMILL CREEK",  45.349791, -75.619796
RH130,8877,"QUEENSDALE / EIGHT",  45.350656, -75.617651
RH140,4287,"QUEENSDALE / AD. 1920",  45.351575, -75.615365
RH150,8953,"QUEENSDALE / CONROY",  45.352731, -75.612501
RH245,1054,"BANK / ORVILLE KEMP",  45.333667, -75.601533
RH276,1352,"BANK / CONROY",  45.336228, -75.602712
RH280,6954,"CONROY / PARK",  45.345643, -75.608273
RH282,1798,"BANK / LEITRIM",  45.330458, -75.599683
RH290,6956,"CONROY / LYNCH",  45.340419, -75.605267
RH470,5903,"LESTER / ALBION",  45.337626, -75.634045
RH471,6902,"FINDLAY CREEK / BRADWELL",  45.315259, -75.605370
RH473,4355,"FINDLAY CREEK / GRACEWOOD",  45.312884, -75.610588
RH474,6904,"FINDLAY CREEK / WHITE ALDER",  45.313937, -75.608962
RH480,1056,"FINDLAY CREEK / WILLOWMERE",  45.310227, -75.615537
RH492,5949,"ALBION / LEITRIM",  45.320828, -75.623841
RH501,7413,"ALBION / FENTON",  45.317924, -75.622206
RH502,6599,"ALBION / QUINN",  45.317911, -75.622394
RH505,1240,"ALBION / DEL ZOTTO",  45.313687, -75.619750
RH640,3290,"BANK / ROTARY",  45.327912, -75.597982
RH651,0777,"BANK / ARENA",  45.329733, -75.598993
RH660,1059,"BANK / ANALDEA",  45.326199, -75.596977
RH705,1062,"BANK / AD. 4771",  45.322185, -75.594674
RH718,3284,"FINDLAY CREEK / BANK",  45.320444, -75.594166
RH725,3285,"FINDLAY CREEK / DEVONWOOD",  45.319155, -75.597273
RH735,3286,"FINDLAY CREEK / LONG POINT",  45.318581, -75.598685
RH752,0482,"FINDLAY CREEK / KELLY FARM",  45.317207, -75.600186
RH753,1016,"KELLY FARM / FINDLAY CREEK",  45.316996, -75.600891
RH754,0483,"KELLY FARM / SHEPODY",  45.318214, -75.604351
RH755,3299,"FINDLAY CREEK / CEDAR CREEK",  45.319195, -75.596711
RH756,0484,"KELLY FARM / CRESTON VALLEY",  45.318152, -75.606305
RH758,0485,"KELLY FARM / WHITE ALDER",  45.318796, -75.608342
RH760,1069,"BANK / AD. 4835",  45.309463, -75.587260
RI010,1911,"ST LAURENT / AD. 2250",  45.388383, -75.617283
RI020,1912,"ST LAURENT / AD. 2255",  45.388246, -75.616723
RI030,4304,"ST LAURENT / AD. 2300",  45.384962, -75.617693
RI050,4305,"ST LAURENT / THURSTON",  45.384278, -75.619780
RI070,4306,"ST LAURENT / AD. 2385",  45.382761, -75.623905
RI080,4310,"ST LAURENT / AD. 2355",  45.382985, -75.622856
RI090,4307,"ST LAURENT / CONROY",  45.381577, -75.626956
RI105,1321,"CONROY / ST LAURENT",  45.380963, -75.628033
RI110,1915,"LORRY GREENBERG / CONROY",  45.369747, -75.621720
RI130,1931,"KARSH / EWING",  45.372064, -75.620012
RI170,4314,"KARSH / TOPLEY",  45.372957, -75.617841
RI190,4315,"KARSH / CLAUDET",  45.372553, -75.614553
RI200,4313,"KARSH / FARDON",  45.372456, -75.614759
RI209,6471,"BLOHM / REUBENS",  45.374369, -75.609724
RI210,1979,"KARSH / BLOHM",  45.371534, -75.613126
RI211,4316,"BLOHM / AD. 1579",  45.372888, -75.611254
RI214,6485,"BLOHM / JOHNSTON",  45.374242, -75.609598
RI215,1992,"BLOHM / KARSH",  45.370599, -75.613141
RI216,4317,"BLOHM / ESSON",  45.372903, -75.610973
RI221,8628,"BLOHM / TED GRANT",  45.368778, -75.616297
RI223,4318,"BLOHM / BRISTON",  45.368297, -75.618041
RI230,8630,"BLOHM / NOTMAN",  45.369561, -75.613910
RI235,4319,"BLOHM / MALAK",  45.368863, -75.615657
RI300,0892,"LORRY GREENBERG / BRAMBLEGROVE",  45.367723, -75.624164
RI305,4321,"LORRY GREENBERG / HUNTERSFIELD",  45.366115, -75.625632
RI321,1242,"LORRY GREENBERG / PIKE",  45.365096, -75.628256
RI340,4323,"LORRY GREENBERG / STAMFORD",  45.365080, -75.630345
RI360,4324,"LORRY GREENBERG / MARGRAVE",  45.364405, -75.633968
RI400,4333,"CONROY / THURSTON",  45.377487, -75.626542
RI405,0413,"CONROY / JOHNSTON",  45.372924, -75.624123
RI420,4334,"CONROY / RAILWAY",  45.376204, -75.625834
RI432,1305,"JOHNSTON / CONROY",  45.373121, -75.625115
RI436,1306,"JOHNSTON / ALLANFORD",  45.372725, -75.626283
RI437,0388,"CONROY / FENTERRA",  45.371135, -75.623154
RI456,0385,"JOHNSTON / PENNARD",  45.368999, -75.633344
RI458,0386,"JOHNSTON / ZAIDAN",  45.368230, -75.631625
RI460,4329,"LORRY GREENBERG / SCARLET",  45.361527, -75.632991
RI461,0404,"JOHNSTON / DUNTROON",  45.368897, -75.630593
RI465,4330,"LORRY GREENBERG / HUNT CLUB",  45.360331, -75.631873
RI475,4332,"LORRY GREENBERG / HUNT CLUB",  45.360238, -75.632083
RI477,5713,"HAWTHORNE / RUSSELL",  45.388374, -75.605456
RI480,4336,"HAWTHORNE / AGES",  45.386097, -75.604240
RI481,3636,"AGES / LEGACY",  45.385224, -75.605352
RI482,4337,"AGES / HAWTHORNE",  45.385624, -75.604822
RI485,4339,"AGES / SWANSEA",  45.380788, -75.614862
RI492,6143,"STEVENAGE / SWANSEA",  45.380967, -75.605305
RI497,4342,"STEVENAGE / HAWTHORNE",  45.381910, -75.602761
RI500,5902,"HUNT CLUB / HAWTHORNE",  45.374487, -75.596061
RI553,3624,"STEVENAGE / GLENFIELD",  45.382522, -75.600530
RI555,3510,"STEVENAGE / OVERTON",  45.382860, -75.598590
RI570,3511,"STEVENAGE / BELGREEN",  45.381901, -75.595943
RI575,3512,"BELGREEN / STEVENAGE",  45.381740, -75.594885
RI579,3623,"BELGREEN / AD. 4123",  45.382441, -75.592589
RI580,3513,"BELGREEN / AD. 4129",  45.381716, -75.595345
RI585,3514,"BELGREEN / RUSSELL",  45.382885, -75.590628
RI700,3326,"BLOHM / PICASSO",  45.373777, -75.603081
RI705,6420,"BLOHM / FORESTGLADE",  45.373785, -75.602852
RI710,3327,"BLOHM / WINNERGREEN",  45.375475, -75.604957
RI715,4357,"BLOHM / HUNTERSWOOD",  45.375377, -75.603191
RI720,4358,"BLOHM / SAI",  45.375399, -75.606707
RI750,3633,"SWANSEA / AGES",  45.380429, -75.614872
RI755,4346,"SWANSEA / AD. 2799",  45.379353, -75.616007
RI757,3631,"SWANSEA / PATHWAY",  45.377094, -75.614133
RI760,3632,"SWANSEA / AD. 2700",  45.379381, -75.615685
RI765,4347,"SWANSEA / AD. 2264",  45.377770, -75.611131
RI770,3629,"STEVENAGE / AD. 3629",  45.377813, -75.611311
RI775,4348,"STEVENAGE / AD. 2300",  45.379210, -75.610861
RI780,3628,"STEVENAGE / AD. 2309",  45.379436, -75.610934
RI785,4349,"STEVENAGE / AD. 2370",  45.380146, -75.608522
RI790,3627,"STEVENAGE / AD. 2393",  45.381138, -75.605327
RI810,4360,"JOHNSTON / LANGSTROM",  45.374307, -75.621433
RI815,4364,"JOHNSTON / EWING",  45.374199, -75.621383
RI820,4361,"JOHNSTON / AD. 2021",  45.374826, -75.619842
RI830,4365,"JOHNSTON / AD. 2002",  45.374753, -75.619741
RI835,4366,"JOHNSTON / BASLAW",  45.376025, -75.615482
RI850,4363,"JOHNSTON / CELLINI",  45.375575, -75.613127
RI860,3335,"RUSSELL / AD. 3900",  45.385563, -75.596317
RI865,3336,"RUSSELL / AD. 3818",  45.385192, -75.595609
RI870,3337,"RUSSELL / HYDRO",  45.389382, -75.602081
RI885,3340,"RUSSELL / AD. 3894",  45.383676, -75.591726
RR017,1115,"EARL ARMSTRONG / RIVERVIEW P&R",  45.270228, -75.693908
RR024,3334,"EARL ARMSTRONG / SPRATT",  45.272085, -75.689899
RR025,1377,"SPRATT / FOUR SEASONS PARK",  45.273978, -75.690054
RR110,2139,"RIVER / EARL ARMSTRONG",  45.271105, -75.699072
RR130,2141,"RIVER / SHORELINE",  45.275953, -75.696200
RR135,0654,"RIVER / SHORELINE PATHWAY",  45.275816, -75.695947
RR150,2143,"RIVER / AD. 620",  45.278777, -75.694694
RR160,2144,"RIVER / RYEBURN",  45.284008, -75.693641
RR220,6947,"LIMEBANK / SPRATT",  45.289520, -75.671926
RR240,1740,"LIMEBANK / LEITRIM",  45.297238, -75.676404
RR425,0692,"SPRATT / OWL VALLEY PARK",  45.277372, -75.688150
RR435,1243,"SPRATT / OWL VALLEY PATH",  45.277945, -75.687772
RR445,1245,"SPRATT / CANYON WALK",  45.282261, -75.686079
RR450,0678,"SPRATT / GOLDEN EYE",  45.282188, -75.685876
RR475,3227,"SPRATT / OWLS CABIN",  45.286019, -75.677981
RR480,3228,"SPRATT / NORTH BLUFF",  45.285874, -75.677856
RR485,3229,"SPRATT / LIMEBANK",  45.288567, -75.672706
RR630,4849,"RIVERSIDE / HUNT CLUB",  45.333452, -75.693307
RR639,5946,"RIVER / LEWER",  45.320803, -75.689839
RR644,2126,"RIVER / BALMORAL",  45.313037, -75.693712
RR650,0694,"RIVER / AD. 335",  45.316025, -75.692521
RR661,1551,"RIVER / LOWEN",  45.295969, -75.695331
RR663,4368,"RIVER / MULLIGAN",  45.294220, -75.694909
RR667,2129,"RIVER / LEITRIM",  45.291559, -75.694084
RR669,0304,"RIVER / AD. 540",  45.288801, -75.693418
RR680,1872,"RIVER / HONEY GABLES",  45.281435, -75.693955
RR700,4640,"SPRATT / CAMBIE",  45.269489, -75.687818
RR705,4641,"CAMBIE / SPRATT",  45.269165, -75.687586
RR710,4652,"RALPH HENNESSEY / CAMBIE",  45.271793, -75.680740
RR715,4653,"CAMBIE / RALPH HENNESSEY",  45.271499, -75.680583
RR720,4644,"RALPH HENNESSEY / EARL ARMSTRONG",  45.274238, -75.683515
RR725,4655,"EARL ARMSTRONG / RALPH HENNESSEY",  45.274651, -75.683420
RR730,4646,"EARL ARMSTRONG / SANDY FOREST PATHWAY",  45.276212, -75.680473
RR740,4648,"EARL ARMSTRONG / CANYON WALK",  45.277688, -75.676998
RR745,4649,"EARL ARMSTRONG / PORTICO",  45.277652, -75.676322
RR750,4650,"EARL ARMSTRONG / EYE BRIGHT PATHWAY",  45.279076, -75.672811
RX010,4010,"MITCH OWENS / ALBION",  45.269480, -75.594302
RX210,4006,"STAGECOACH / WOODSTREAM",  45.257570, -75.594533
RX220,4008,"STAGECOACH / JACK PINE",  45.256852, -75.594313
RX230,4002,"STAGECOACH / PARKWAY",  45.250259, -75.590085
RX240,4004,"STAGECOACH / APPLE ORCHARD",  45.250241, -75.590297
RX280,1072,"MANOTICK STATION / HERBERTS CORNERS",  45.205457, -75.594108
RX300,6694,"MANOTICK STATION / ELKWOOD",  45.235417, -75.611523
RX320,6998,"PARKWAY / GOOD",  45.260502, -75.565782
RX325,9000,"PARKWAY / MEADOW",  45.262724, -75.560501
RX340,9002,"BANK / MASON",  45.276657, -75.567935
RX410,4015,"OLD PRESCOTT / THUNDERBIRD",  45.271731, -75.575925
RX500,1918,"OSGOODE / LOGAN FARM",  45.148075, -75.602155
RY100,6984,"8TH LINE / RUSSELL",  45.229878, -75.469731
RY102,1070,"8TH LINE / ELDO",  45.230990, -75.470323
RY110,6987,"8TH LINE / BYRON",  45.233829, -75.471825
RY111,6986,"8TH LINE / UNITED",  45.233873, -75.471633
RY115,6989,"VICTORIA / BOWEN",  45.235112, -75.474336
RY116,6988,"VICTORIA / DOW",  45.235265, -75.474372
RY120,6991,"VICTORIA / GLEN",  45.233818, -75.477531
RY125,6993,"VICTORIA / BRENTWOOD",  45.232021, -75.481919
RZ030,3707,"ROCKDALE / AD. 5381",  45.367826, -75.358970
RZ040,3706,"ROCKDALE / AD. 5381",  45.367669, -75.359444
RZ070,3567,"ROCKDALE / AD.5607",  45.360469, -75.355197
RZ080,1085,"ROCKDALE / AD.5604",  45.360275, -75.355494
RZ100,3523,"ROCKDALE / HORIZON",  45.358223, -75.354388
RZ120,3524,"ROCKDALE / BUCKLAND",  45.356209, -75.353081
RZ140,3526,"ROCKDALE / ALCIDE",  45.353480, -75.351826
RZ150,3531,"ROCKDALE / DEVINE",  45.351421, -75.350274
RZ160,3528,"ROCKDALE / FARWEL",  45.351405, -75.350670
RZ200,3568,"ROCKDALE / RUSSLAND",  45.340650, -75.344421
RZ210,3530,"ROCKDALE / HIGHWAY 417",  45.340537, -75.344843
RZ290,1570,"PIPERVILLE / BOUNDARY",  45.368871, -75.456679
RZ300,1078,"PIPERVILLE / CARLSBAD SPRINGS COMMUNITY CENTRE",  45.366449, -75.463412
RZ320,1560,"PIPERVILLE / HALL",  45.359636, -75.479250
RZ330,1564,"PIPERVILLE / FARMERS",  45.351507, -75.501270
RZ340,1577,"PIPERVILLE / LANDRY PARK",  45.346487, -75.513826
RZ350,1533,"PIPERVILLE / ANDERSON",  45.342499, -75.524142
RZ400,1097,"BOUNDARY / AD. 5025",  45.356185, -75.449050
RZ420,3534,"BOUNDARY / AD. 4780",  45.360246, -75.451208
RZ425,0770,"BOUNDARY / AD. 4700",  45.362651, -75.452529
RZ440,1101,"BOUNDARY / AD. 4645",  45.364614, -75.453591
RZ450,3536,"BOUNDARY / AD. 4642",  45.364398, -75.453633
RZ700,1532,"ANDERSON / LEITRIM",  45.360864, -75.534651
SA030,2342,"HERON / HERON BRIDGE",  45.375673, -75.703343
SA055,6762,"BASELINE / PRINCE OF WALES",  45.375294, -75.707127
SA080,6026,"BASELINE / LEXINGTON",  45.372989, -75.713415
SA100,6028,"BASELINE / FISHER",  45.371816, -75.715640
SA140,6029,"FISHER / MALIBU",  45.369015, -75.715270
SA160,6030,"FISHER / ARNOT",  45.367822, -75.714521
SA170,6031,"FISHER / DEER PARK",  45.365646, -75.713248
SA210,6728,"FISHER / FOREST PARK",  45.363558, -75.712091
SA230,6499,"MEADOWLANDS / VALMARIE",  45.363645, -75.709039
SA250,6035,"MEADOWLANDS / CLAYMORE",  45.365015, -75.707146
SA290,6036,"MEADOWLANDS / PRINCE OF WALES",  45.367824, -75.702654
SA300,6037,"MEADOWLANDS / DEBRA",  45.367562, -75.702862
SA370,6707,"PRINCE OF WALES / MEADOWLANDS",  45.368902, -75.701587
SA380,6702,"PRINCE OF WALES / HOG'S BACK",  45.369276, -75.701441
SA400,6706,"PRINCE OF WALES / DYNES",  45.370185, -75.703535
SA420,6705,"PRINCE OF WALES / SANFORD",  45.372520, -75.708535
SA440,4474,"PRINCE OF WALES / FOREST HILL",  45.373959, -75.707925
SA450,4473,"PRINCE OF WALES / BASELINE",  45.374005, -75.708154
SA490,6759,"PRINCE OF WALES / GREEN VALLEY",  45.377000, -75.706516
SA510,4476,"PRINCE OF WALES / FAIRCHILD",  45.379361, -75.704542
SA570,8006,"PRINCE OF WALES / NATIONAL COMMISSION",  45.390776, -75.707677
SB020,4480,"BASELINE / MARSON",  45.369871, -75.720608
SB040,4481,"BASELINE / ZENA",  45.368538, -75.723116
SB060,2420,"BASELINE / FARLANE",  45.367041, -75.726570
SB080,4491,"BASELINE / MERIVALE",  45.365078, -75.731481
SB120,4484,"BASELINE / LAURENTIAN PLACE",  45.362462, -75.737585
SB140,4485,"BASELINE / CLYDE",  45.361599, -75.739051
SB170,4821,"CLYDE / MERIVALE",  45.358658, -75.737968
SB190,4039,"MERIVALE / BURRIS",  45.362669, -75.733459
SB210,4487,"MERIVALE / AD. 1460",  45.361765, -75.734186
SB211,6937,"MERIVALE / KIMWAY",  45.360610, -75.735159
SB230,4488,"MERIVALE / GILBEY",  45.359313, -75.736236
SB250,4033,"MERIVALE / CLYDE",  45.356698, -75.736781
SB260,4035,"MERIVALE / CLETO",  45.356727, -75.737138
SB270,4493,"MERIVALE / ROSSLAND",  45.354812, -75.735977
SB280,0323,"MERIVALE / CAPILANO",  45.355379, -75.735982
SB320,4030,"MEADOWLANDS / MERIVALE",  45.351770, -75.731934
SB350,2989,"MEADOWLANDS / CHESTERTON",  45.353272, -75.730535
SB360,2988,"MEADOWLANDS / AD. 1343",  45.354628, -75.730007
SB370,2990,"MEADOWLANDS / AD. 1356",  45.354195, -75.729859
SB380,4495,"MEADOWLANDS / TIVERTON",  45.356198, -75.729309
